"Subject","Point FPSR","Name of the statistical factor","Importance of the statistical factor"
"Сибирский фед.округ","3_2","Наличие легковых автомобилей",5486952
"Сибирский фед.округ","3_2","Наличие грузовых автомобилей",779360
"Сибирский фед.округ","3_2","Наличие автобусов",95630
"Сибирский фед.округ","3_2","Возбуждено дел об административных правонарушениях всего",12405784
"Сибирский фед.округ","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",2314297
"Сибирский фед.округ","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",150841
"Сибирский фед.округ","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",22344
"Сибирский фед.округ","3_2","Количество нарушителей правил дорожного движения - водителей",1849546
"Сибирский фед.округ","3_2","Количество нарушителей правил дорожного движения - пешеходов",148842
"Сибирский фед.округ","3_2","Количество нарушителей правил дорожного движения - пассажиров",21865
"Сибирский фед.округ","3_2","Количество нарушителей правил дорожного движения всего",6652574
"Республика Алтай","3_2","Наличие автомобильного транспорта всего",94967
"Республика Алтай","3_2","Наличие легковых автомобилей",68314
"Республика Алтай","3_2","Наличие грузовых автомобилей",16716
"Республика Алтай","3_2","Наличие автобусов",2024
"Республика Алтай","3_2","Возбуждено дел об административных правонарушениях всего",410379
"Республика Алтай","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",81610
"Республика Алтай","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",3106
"Республика Алтай","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",3157
"Республика Алтай","3_2","Количество нарушителей правил дорожного движения - водителей",55104
"Республика Алтай","3_2","Количество нарушителей правил дорожного движения - пешеходов",3040
"Республика Алтай","3_2","Количество нарушителей правил дорожного движения - пассажиров",2836
"Республика Алтай","3_2","Количество нарушителей правил дорожного движения всего",179257
"Республика Тыва","3_2","Наличие автомобильного транспорта всего",78264
"Республика Тыва","3_2","Наличие легковых автомобилей",61315
"Республика Тыва","3_2","Наличие грузовых автомобилей",8823
"Республика Тыва","3_2","Наличие автобусов",2789
"Республика Тыва","3_2","Возбуждено дел об административных правонарушениях всего",173287
"Республика Тыва","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",86197
"Республика Тыва","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",700
"Республика Тыва","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",850
"Республика Тыва","3_2","Количество нарушителей правил дорожного движения - водителей",55385
"Республика Тыва","3_2","Количество нарушителей правил дорожного движения - пешеходов",700
"Республика Тыва","3_2","Количество нарушителей правил дорожного движения - пассажиров",850
"Республика Тыва","3_2","Количество нарушителей правил дорожного движения всего",141835
"Республика Хакасия","3_2","Наличие автомобильного транспорта всего",301422
"Республика Хакасия","3_2","Наличие легковых автомобилей",233404
"Республика Хакасия","3_2","Наличие грузовых автомобилей",30636
"Республика Хакасия","3_2","Наличие автобусов",2369
"Республика Хакасия","3_2","Возбуждено дел об административных правонарушениях всего",347697
"Республика Хакасия","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",90665
"Республика Хакасия","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",7044
"Республика Хакасия","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",687
"Республика Хакасия","3_2","Количество нарушителей правил дорожного движения - водителей",71582
"Республика Хакасия","3_2","Количество нарушителей правил дорожного движения - пешеходов",6920
"Республика Хакасия","3_2","Количество нарушителей правил дорожного движения - пассажиров",683
"Республика Хакасия","3_2","Количество нарушителей правил дорожного движения всего",180932
"Алтайский край","3_2","Наличие автомобильного транспорта всего",1031209
"Алтайский край","3_2","Наличие легковых автомобилей",802686
"Алтайский край","3_2","Наличие грузовых автомобилей",115379
"Алтайский край","3_2","Наличие автобусов",12792
"Алтайский край","3_2","Возбуждено дел об административных правонарушениях всего",1125735
"Алтайский край","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",252244
"Алтайский край","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",11479
"Алтайский край","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",6947
"Алтайский край","3_2","Количество нарушителей правил дорожного движения - водителей",148549
"Алтайский край","3_2","Количество нарушителей правил дорожного движения - пешеходов",11153
"Алтайский край","3_2","Количество нарушителей правил дорожного движения - пассажиров",6849
"Алтайский край","3_2","Количество нарушителей правил дорожного движения всего",458477
"Красноярский край","3_2","Наличие автомобильного транспорта всего",1176377
"Красноярский край","3_2","Наличие легковых автомобилей",904171
"Красноярский край","3_2","Наличие грузовых автомобилей",130168
"Красноярский край","3_2","Наличие автобусов",13086
"Красноярский край","3_2","Возбуждено дел об административных правонарушениях всего",2730670
"Красноярский край","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",479198
"Красноярский край","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",9957
"Красноярский край","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",2163
"Красноярский край","3_2","Количество нарушителей правил дорожного движения - водителей",412730
"Красноярский край","3_2","Количество нарушителей правил дорожного движения - пешеходов",9955
"Красноярский край","3_2","Количество нарушителей правил дорожного движения - пассажиров",2162
"Красноярский край","3_2","Количество нарушителей правил дорожного движения всего",957389
"Иркутская область","3_2","Наличие автомобильного транспорта всего",886747
"Иркутская область","3_2","Наличие легковых автомобилей",658696
"Иркутская область","3_2","Наличие грузовых автомобилей",130534
"Иркутская область","3_2","Наличие автобусов",19724
"Иркутская область","3_2","Возбуждено дел об административных правонарушениях всего",1218447
"Иркутская область","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",335752
"Иркутская область","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",13993
"Иркутская область","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",610
"Иркутская область","3_2","Количество нарушителей правил дорожного движения - водителей",322169
"Иркутская область","3_2","Количество нарушителей правил дорожного движения - пешеходов",13936
"Иркутская область","3_2","Количество нарушителей правил дорожного движения - пассажиров",610
"Иркутская область","3_2","Количество нарушителей правил дорожного движения всего",1204523
"Кемеровская область - Кузбасс","3_2","Наличие автомобильного транспорта всего",1122331
"Кемеровская область - Кузбасс","3_2","Наличие легковых автомобилей",882986
"Кемеровская область - Кузбасс","3_2","Наличие грузовых автомобилей",90137
"Кемеровская область - Кузбасс","3_2","Наличие автобусов",12678
"Кемеровская область - Кузбасс","3_2","Возбуждено дел об административных правонарушениях всего",1695998
"Кемеровская область - Кузбасс","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",366015
"Кемеровская область - Кузбасс","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",42580
"Кемеровская область - Кузбасс","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",2017
"Кемеровская область - Кузбасс","3_2","Количество нарушителей правил дорожного движения - водителей",325170
"Кемеровская область - Кузбасс","3_2","Количество нарушителей правил дорожного движения - пешеходов",41912
"Кемеровская область - Кузбасс","3_2","Количество нарушителей правил дорожного движения - пассажиров",1968
"Кемеровская область - Кузбасс","3_2","Количество нарушителей правил дорожного движения всего",731140
"Новосибирская область","3_2","Наличие автомобильного транспорта всего",1248067
"Новосибирская область","3_2","Наличие легковых автомобилей",1004126
"Новосибирская область","3_2","Наличие грузовых автомобилей",127672
"Новосибирская область","3_2","Наличие автобусов",13375
"Новосибирская область","3_2","Возбуждено дел об административных правонарушениях всего",2845106
"Новосибирская область","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",287122
"Новосибирская область","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",29132
"Новосибирская область","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",4720
"Новосибирская область","3_2","Количество нарушителей правил дорожного движения - водителей",286404
"Новосибирская область","3_2","Количество нарушителей правил дорожного движения - пешеходов",29132
"Новосибирская область","3_2","Количество нарушителей правил дорожного движения - пассажиров",4720
"Новосибирская область","3_2","Количество нарушителей правил дорожного движения всего",2134819
"Омская область","3_2","Наличие автомобильного транспорта всего",729858
"Омская область","3_2","Наличие легковых автомобилей",529063
"Омская область","3_2","Наличие грузовых автомобилей",75361
"Омская область","3_2","Наличие автобусов",10651
"Омская область","3_2","Возбуждено дел об административных правонарушениях всего",1242370
"Омская область","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",201549
"Омская область","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",20859
"Омская область","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",583
"Омская область","3_2","Количество нарушителей правил дорожного движения - водителей",101434
"Омская область","3_2","Количество нарушителей правил дорожного движения - пешеходов",20590
"Омская область","3_2","Количество нарушителей правил дорожного движения - пассажиров",579
"Омская область","3_2","Количество нарушителей правил дорожного движения всего",424259
"Томская область","3_2","Наличие автомобильного транспорта всего",447886
"Томская область","3_2","Наличие легковых автомобилей",342191
"Томская область","3_2","Наличие грузовых автомобилей",53934
"Томская область","3_2","Наличие автобусов",6142
"Томская область","3_2","Возбуждено дел об административных правонарушениях всего",616095
"Томская область","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",133945
"Томская область","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",11991
"Томская область","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",610
"Томская область","3_2","Количество нарушителей правил дорожного движения - водителей",71019
"Томская область","3_2","Количество нарушителей правил дорожного движения - пешеходов",11504
"Томская область","3_2","Количество нарушителей правил дорожного движения - пассажиров",608
"Томская область","3_2","Количество нарушителей правил дорожного движения всего",239943
"Дальневосточный фед.округ","3_2","Наличие автомобильного транспорта всего",3801364
"Дальневосточный фед.округ","3_2","Наличие легковых автомобилей",2913386
"Дальневосточный фед.округ","3_2","Наличие грузовых автомобилей",484023
"Дальневосточный фед.округ","3_2","Наличие автобусов",65879
"Дальневосточный фед.округ","3_2","Возбуждено дел об административных правонарушениях всего",5813230
"Дальневосточный фед.округ","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",1270884
"Дальневосточный фед.округ","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",72050
"Дальневосточный фед.округ","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",12481
"Дальневосточный фед.округ","3_2","Количество нарушителей правил дорожного движения - водителей",888735
"Дальневосточный фед.округ","3_2","Количество нарушителей правил дорожного движения - пешеходов",69361
"Дальневосточный фед.округ","3_2","Количество нарушителей правил дорожного движения - пассажиров",12410
"Дальневосточный фед.округ","3_2","Количество нарушителей правил дорожного движения всего",4129183
"Республика Бурятия","3_2","Наличие автомобильного транспорта всего",398637
"Республика Бурятия","3_2","Наличие легковых автомобилей",294269
"Республика Бурятия","3_2","Наличие грузовых автомобилей",60242
"Республика Бурятия","3_2","Наличие автобусов",14895
"Республика Бурятия","3_2","Возбуждено дел об административных правонарушениях всего",575044
"Республика Бурятия","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",133690
"Республика Бурятия","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",4087
"Республика Бурятия","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",4043
"Республика Бурятия","3_2","Количество нарушителей правил дорожного движения - водителей",133690
"Республика Бурятия","3_2","Количество нарушителей правил дорожного движения - пешеходов",4087
"Республика Бурятия","3_2","Количество нарушителей правил дорожного движения - пассажиров",4043
"Республика Бурятия","3_2","Количество нарушителей правил дорожного движения всего",575031
"Республика Саха (Якутия)","3_2","Наличие автомобильного транспорта всего",331218
"Республика Саха (Якутия)","3_2","Наличие легковых автомобилей",251908
"Республика Саха (Якутия)","3_2","Наличие грузовых автомобилей",55899
"Республика Саха (Якутия)","3_2","Наличие автобусов",6406
"Республика Саха (Якутия)","3_2","Возбуждено дел об административных правонарушениях всего",542934
"Республика Саха (Якутия)","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",186845
"Республика Саха (Якутия)","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",5795
"Республика Саха (Якутия)","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",3826
"Республика Саха (Якутия)","3_2","Количество нарушителей правил дорожного движения - водителей",186625
"Республика Саха (Якутия)","3_2","Количество нарушителей правил дорожного движения - пешеходов",5795
"Республика Саха (Якутия)","3_2","Количество нарушителей правил дорожного движения - пассажиров",3826
"Республика Саха (Якутия)","3_2","Количество нарушителей правил дорожного движения всего",542714
"Забайкальский край","3_2","Наличие автомобильного транспорта всего",437576
"Забайкальский край","3_2","Наличие легковых автомобилей",334046
"Забайкальский край","3_2","Наличие грузовых автомобилей",67425
"Забайкальский край","3_2","Наличие автобусов",11210
"Забайкальский край","3_2","Возбуждено дел об административных правонарушениях всего",604711
"Забайкальский край","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",112594
"Забайкальский край","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",2299
"Забайкальский край","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",1087
"Забайкальский край","3_2","Количество нарушителей правил дорожного движения - водителей",95720
"Забайкальский край","3_2","Количество нарушителей правил дорожного движения - пешеходов",2299
"Забайкальский край","3_2","Количество нарушителей правил дорожного движения - пассажиров",1087
"Забайкальский край","3_2","Количество нарушителей правил дорожного движения всего",444197
"Приморский край","3_2","Наличие автомобильного транспорта всего",1170571
"Приморский край","3_2","Наличие легковых автомобилей",915165
"Приморский край","3_2","Наличие грузовых автомобилей",98205
"Приморский край","3_2","Наличие автобусов",11392
"Приморский край","3_2","Возбуждено дел об административных правонарушениях всего",1508461
"Приморский край","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",227027
"Приморский край","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",27682
"Приморский край","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",1433
"Приморский край","3_2","Количество нарушителей правил дорожного движения - водителей",184792
"Приморский край","3_2","Количество нарушителей правил дорожного движения - пешеходов",26317
"Приморский край","3_2","Количество нарушителей правил дорожного движения - пассажиров",1383
"Приморский край","3_2","Количество нарушителей правил дорожного движения всего",1462691
"Хабаровский край","3_2","Наличие автомобильного транспорта всего",525916
"Хабаровский край","3_2","Наличие легковых автомобилей",412263
"Хабаровский край","3_2","Наличие грузовых автомобилей",79305
"Хабаровский край","3_2","Наличие автобусов",7105
"Хабаровский край","3_2","Возбуждено дел об административных правонарушениях всего",730829
"Хабаровский край","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",189399
"Хабаровский край","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",14007
"Хабаровский край","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",833
"Хабаровский край","3_2","Количество нарушителей правил дорожного движения - водителей",95712
"Хабаровский край","3_2","Количество нарушителей правил дорожного движения - пешеходов",13429
"Хабаровский край","3_2","Количество нарушителей правил дорожного движения - пассажиров",825
"Хабаровский край","3_2","Количество нарушителей правил дорожного движения всего",265489
"Камчатский край","3_2","Наличие автомобильного транспорта всего",228490
"Камчатский край","3_2","Наличие легковых автомобилей",175078
"Камчатский край","3_2","Наличие грузовых автомобилей",24125
"Камчатский край","3_2","Наличие автобусов",3520
"Камчатский край","3_2","Возбуждено дел об административных правонарушениях всего",539211
"Камчатский край","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",50239
"Камчатский край","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",2852
"Камчатский край","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",322
"Камчатский край","3_2","Количество нарушителей правил дорожного движения - водителей",29245
"Камчатский край","3_2","Количество нарушителей правил дорожного движения - пешеходов",2774
"Камчатский край","3_2","Количество нарушителей правил дорожного движения - пассажиров",315
"Камчатский край","3_2","Количество нарушителей правил дорожного движения всего",102022
"Амурская область","3_2","Наличие автомобильного транспорта всего",333893
"Амурская область","3_2","Наличие легковых автомобилей",248486
"Амурская область","3_2","Наличие грузовых автомобилей",40109
"Амурская область","3_2","Наличие автобусов",4712
"Амурская область","3_2","Возбуждено дел об административных правонарушениях всего",360898
"Амурская область","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",116888
"Амурская область","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",11305
"Амурская область","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",626
"Амурская область","3_2","Количество нарушителей правил дорожного движения - водителей",68582
"Амурская область","3_2","Количество нарушителей правил дорожного движения - пешеходов",10678
"Амурская область","3_2","Количество нарушителей правил дорожного движения - пассажиров",620
"Амурская область","3_2","Количество нарушителей правил дорожного движения всего",309081
"Магаданская область","3_2","Наличие автомобильного транспорта всего",85148
"Магаданская область","3_2","Наличие легковых автомобилей",56741
"Магаданская область","3_2","Наличие грузовых автомобилей",18006
"Магаданская область","3_2","Наличие автобусов",1583
"Магаданская область","3_2","Возбуждено дел об административных правонарушениях всего",82849
"Магаданская область","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",19697
"Магаданская область","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",381
"Магаданская область","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",12
"Магаданская область","3_2","Количество нарушителей правил дорожного движения - водителей",19603
"Магаданская область","3_2","Количество нарушителей правил дорожного движения - пешеходов",381
"Магаданская область","3_2","Количество нарушителей правил дорожного движения - пассажиров",12
"Магаданская область","3_2","Количество нарушителей правил дорожного движения всего",34706
"Сахалинская область","3_2","Наличие автомобильного транспорта всего",216440
"Сахалинская область","3_2","Наличие легковых автомобилей",173781
"Сахалинская область","3_2","Наличие грузовых автомобилей",27769
"Сахалинская область","3_2","Наличие автобусов",3711
"Сахалинская область","3_2","Возбуждено дел об административных правонарушениях всего",462527
"Сахалинская область","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",63933
"Сахалинская область","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",2490
"Сахалинская область","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",206
"Сахалинская область","3_2","Количество нарушителей правил дорожного движения - водителей",52592
"Сахалинская область","3_2","Количество нарушителей правил дорожного движения - пешеходов",2457
"Сахалинская область","3_2","Количество нарушителей правил дорожного движения - пассажиров",206
"Сахалинская область","3_2","Количество нарушителей правил дорожного движения всего",137463
"Еврейская АО","3_2","Наличие автомобильного транспорта всего",58512
"Еврейская АО","3_2","Наличие легковых автомобилей",43621
"Еврейская АО","3_2","Наличие грузовых автомобилей",9354
"Еврейская АО","3_2","Наличие автобусов",850
"Еврейская АО","3_2","Возбуждено дел об административных правонарушениях всего",399052
"Еврейская АО","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",164081
"Еврейская АО","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",1080
"Еврейская АО","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",90
"Еврейская АО","3_2","Количество нарушителей правил дорожного движения - водителей",15684
"Еврейская АО","3_2","Количество нарушителей правил дорожного движения - пешеходов",1072
"Еврейская АО","3_2","Количество нарушителей правил дорожного движения - пассажиров",90
"Еврейская АО","3_2","Количество нарушителей правил дорожного движения всего",249076
"Чукотский АО","3_2","Наличие автомобильного транспорта всего",14963
"Чукотский АО","3_2","Наличие легковых автомобилей",8028
"Чукотский АО","3_2","Наличие грузовых автомобилей",3584
"Чукотский АО","3_2","Наличие автобусов",495
"Чукотский АО","3_2","Возбуждено дел об административных правонарушениях всего",6714
"Чукотский АО","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",6491
"Чукотский АО","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",72
"Чукотский АО","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",3
"Чукотский АО","3_2","Количество нарушителей правил дорожного движения - водителей",6490
"Чукотский АО","3_2","Количество нарушителей правил дорожного движения - пешеходов",72
"Чукотский АО","3_2","Количество нарушителей правил дорожного движения - пассажиров",3
"Чукотский АО","3_2","Количество нарушителей правил дорожного движения всего",6713
"ФТ ""Сириус""","3_2","Наличие автомобильного транспорта всего",0
"ФТ ""Сириус""","3_2","Наличие легковых автомобилей",0
"ФТ ""Сириус""","3_2","Наличие грузовых автомобилей",0
"ФТ ""Сириус""","3_2","Наличие автобусов",0
"ФТ ""Сириус""","3_2","Возбуждено дел об административных правонарушениях всего",4976
"ФТ ""Сириус""","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",4628
"ФТ ""Сириус""","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",136
"ФТ ""Сириус""","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",15
"ФТ ""Сириус""","3_2","Количество нарушителей правил дорожного движения - водителей",4090
"ФТ ""Сириус""","3_2","Количество нарушителей правил дорожного движения - пешеходов",136
"ФТ ""Сириус""","3_2","Количество нарушителей правил дорожного движения - пассажиров",15
"ФТ ""Сириус""","3_2","Количество нарушителей правил дорожного движения всего",4438
"Всего по России ","3_2","Наличие автомобильного транспорта всего",64041029
"Всего по России ","3_2","Наличие легковых автомобилей",50304104
"Всего по России ","3_2","Наличие грузовых автомобилей",6664078
"Всего по России ","3_2","Наличие автобусов",843855
"Всего по России ","3_2","Возбуждено дел об административных правонарушениях всего",182999545
"Всего по России ","3_2","Возбуждено дел об административных правонарушениях в отношении водителей транспортных средств",19077792
"Всего по России ","3_2","Возбуждено дел об административных правонарушениях в отношении пешеходов",1532476
"Всего по России ","3_2","Возбуждено дел об административных правонарушениях в отношении пассажиров",236249
