"ID";"ReportDate";"TotalInfringementsAmount";"global_id";"SpeedLimitInfringementsAmount";"BusLaneOffenceAmount";"TTKOffenceAmount";"ParkingOffenceAmount";"FormalizedTotalInfringements";"FormalizedSpeedLimitInfringementsAmount";"FormalizedBusLaneOffenceAmount";"FormalizedTTKOffenceAmount";"FormalizedParkingOffenceAmount";
"416";"21.03.2014";"200466";"1727252";"71001";"124902";"2674";"1889";"13895";"10242";"2112";"941";"600";
"417";"22.03.2014";"183386";"1727253";"88763";"91192";"3431";"0";"14256";"10949";"2214";"1093";"0";
"418";"23.03.2014";"77223";"1727254";"51315";"22230";"3678";"0";"11451";"8739";"2201";"511";"0";
"419";"24.03.2014";"107514";"1727255";"71042";"29883";"3559";"3030";"12475";"8437";"1247";"1738";"1053";
"420";"25.03.2014";"187217";"1727256";"81898";"101200";"2177";"1942";"14887";"11310";"2238";"645";"694";
"421";"26.03.2014";"173851";"1727257";"79136";"90503";"2487";"1725";"14887";"10954";"2295";"1038";"600";
"422";"27.03.2014";"194841";"1727258";"107546";"79954";"5131";"2210";"16496";"12871";"1693";"1269";"663";
"423";"28.03.2014";"182979";"1727259";"81300";"95936";"3941";"1802";"16587";"11687";"2312";"2077";"511";
"424";"29.03.2014";"206734";"1727260";"75382";"126640";"4712";"0";"16465";"12365";"2236";"1864";"0";
"425";"30.03.2014";"182916";"1727261";"89087";"89238";"4591";"0";"17921";"13944";"2224";"1753";"0";
"426";"31.03.2014";"174958";"1727262";"104813";"63945";"3577";"2623";"17118";"12403";"2319";"1362";"1034";
"427";"01.04.2014";"172690";"1727263";"47166";"119849";"2888";"2787";"17340";"12931";"2332";"1046";"1031";
"428";"02.04.2014";"170326";"1727264";"60423";"103066";"4529";"2308";"17278";"12096";"2113";"2143";"926";
"429";"03.04.2014";"174569";"1727265";"61942";"107106";"3118";"2403";"17267";"12539";"2269";"1431";"1028";
"430";"04.04.2014";"177115";"1727266";"57730";"112602";"4770";"2013";"21467";"15961";"2357";"2450";"699";
"431";"05.04.2014";"135865";"1727267";"78803";"52658";"4404";"0";"20170";"16028";"2280";"1862";"0";
"432";"06.04.2014";"101869";"1727268";"90017";"7162";"4690";"0";"20267";"15898";"2378";"1991";"0";
"433";"07.04.2014";"128514";"1727269";"61291";"61301";"3294";"2628";"20842";"16211";"2226";"1470";"935";
"434";"08.04.2014";"206639";"1727270";"46488";"155322";"2568";"2261";"21048";"16541";"2260";"1335";"912";
"435";"09.04.2014";"157253";"1727271";"69606";"81710";"3195";"2742";"21260";"16366";"2565";"1206";"1123";
"436";"10.04.2014";"161278";"1727272";"49335";"100595";"8882";"2466";"20740";"15629";"2245";"1818";"1048";
"437";"11.04.2014";"167797";"1727273";"58051";"89806";"19098";"842";"19807";"16687";"2252";"484";"384";
"438";"12.04.2014";"175354";"1727274";"62085";"103145";"10124";"0";"20154";"16241";"2301";"1612";"0";
"439";"13.04.2014";"140627";"1727275";"68949";"68295";"3383";"0";"16996";"16996";"0";"0";"0";
"440";"14.04.2014";"200385";"1727276";"129332";"65959";"5094";"0";"22000";"15968";"2461";"3571";"0";
"441";"15.04.2014";"157274";"1727277";"73338";"76680";"7256";"0";"22655";"18159";"2165";"2331";"0";
"442";"16.04.2014";"167775";"1727278";"69469";"89678";"5318";"3310";"23396";"17388";"2289";"2367";"1352";
"443";"17.04.2014";"171734";"1727279";"84067";"82247";"3630";"1790";"22956";"19269";"2227";"707";"753";
"444";"18.04.2014";"186884";"1727280";"55130";"124706";"5076";"1972";"22942";"16894";"2234";"3047";"767";
"445";"19.04.2014";"162236";"1727281";"55739";"101563";"4934";"0";"21794";"17601";"2250";"1943";"0";
"446";"20.04.2014";"201921";"1727282";"77258";"123783";"880";"0";"21863";"19264";"2303";"296";"0";
"447";"21.04.2014";"159855";"1727283";"83008";"67183";"7638";"2026";"23184";"18975";"2213";"1096";"900";
"448";"22.04.2014";"162152";"1727284";"127045";"29671";"4237";"1199";"23093";"17514";"2241";"2662";"676";
"449";"23.04.2014";"167850";"1727285";"102380";"62002";"1058";"2410";"22444";"18930";"2238";"338";"938";
"450";"24.04.2014";"188980";"1727286";"105564";"74965";"6346";"2105";"22860";"17470";"2231";"2252";"907";
"451";"25.04.2014";"168003";"1727287";"85938";"74255";"4907";"2903";"23184";"18022";"2124";"1795";"1243";
"452";"26.04.2014";"169848";"1727288";"80272";"84904";"4266";"406";"22344";"17993";"2293";"1846";"212";
"453";"27.04.2014";"173739";"1727289";"67074";"102154";"4511";"0";"22233";"18079";"2253";"1901";"0";
"454";"28.04.2014";"182541";"1727290";"82669";"92751";"4537";"2584";"22813";"18400";"2291";"1215";"907";
"455";"29.04.2014";"163490";"1727291";"35687";"121786";"4179";"1838";"22648";"18378";"2147";"1158";"965";
"456";"30.04.2014";"179404";"1727292";"57992";"114386";"4235";"2791";"23215";"17549";"2130";"2305";"1231";
"457";"01.05.2014";"158780";"1727293";"79755";"73895";"5130";"0";"22121";"17905";"2217";"1999";"0";
"458";"02.05.2014";"153385";"1727294";"116147";"31096";"5257";"885";"22393";"17421";"2236";"2213";"523";
"459";"03.05.2014";"149584";"1727295";"60525";"84753";"3292";"1014";"22527";"18783";"2127";"1128";"489";
"460";"04.05.2014";"167855";"1727296";"98187";"66936";"2732";"0";"22128";"17942";"2289";"1897";"0";
"461";"05.05.2014";"143864";"1727297";"89385";"48519";"2943";"3017";"23704";"18668";"2219";"1346";"1471";
"462";"06.05.2014";"180602";"1727298";"121396";"53368";"2970";"2868";"21230";"16514";"2066";"1129";"1521";
"463";"07.05.2014";"175280";"1727299";"53897";"114670";"4101";"2612";"23044";"18175";"2177";"1609";"1083";
"464";"08.05.2014";"170040";"1727300";"95724";"67355";"4533";"2428";"22944";"16897";"2335";"2589";"1123";
"465";"09.05.2014";"164197";"1727301";"95555";"63468";"5174";"0";"22480";"17990";"2213";"2277";"0";
"466";"10.05.2014";"162152";"1727302";"78474";"78539";"4369";"770";"21563";"17318";"2241";"1650";"354";
"467";"11.05.2014";"147361";"1727303";"58564";"85778";"3019";"0";"22059";"18397";"2134";"1528";"0";
"468";"12.05.2014";"180751";"1727304";"110463";"63607";"2959";"3722";"24182";"18468";"2464";"1467";"1783";
"469";"13.05.2014";"152881";"1727305";"97837";"48958";"3223";"2863";"23725";"18601";"2269";"1390";"1465";
"470";"14.05.2014";"183985";"1727306";"157341";"19185";"4139";"3320";"23536";"17756";"2214";"1887";"1679";
"471";"15.05.2014";"159067";"1727307";"130149";"21759";"4323";"2836";"23400";"18490";"1625";"1666";"1619";
"472";"16.05.2014";"176142";"1727308";"117144";"50878";"5112";"3008";"23690";"17070";"2147";"2675";"1798";
"473";"17.05.2014";"88646";"1727309";"61343";"23933";"3370";"0";"23362";"19386";"2195";"1781";"0";
"474";"18.05.2014";"136308";"1727310";"98913";"31027";"6368";"0";"21395";"16753";"2218";"2424";"0";
"475";"19.05.2014";"153205";"1727311";"134552";"12124";"3155";"3374";"24225";"18553";"2136";"1437";"2099";
"476";"20.05.2014";"186313";"1727312";"142551";"38410";"2771";"2581";"24265";"19047";"2188";"1532";"1498";
"477";"21.05.2014";"171697";"1727313";"153373";"16234";"3";"2087";"23743";"20285";"2224";"0";"1234";
"478";"22.05.2014";"179038";"1727314";"108630";"65566";"4341";"501";"22192";"18720";"1754";"1414";"304";
"479";"23.05.2014";"118739";"1727315";"37102";"74201";"5913";"1523";"13553";"9733";"1444";"1577";"799";
"480";"24.05.2014";"172502";"1727316";"90248";"71186";"10523";"545";"23529";"16694";"2263";"4272";"300";
"481";"25.05.2014";"163387";"1727317";"87520";"71040";"4827";"0";"22291";"17859";"2131";"2301";"0";
